id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,Gender,Location
1215264,1,0,1.94,14,0.04,0,47.6,2.3,0,M,Washington DC
1215277,1,1,1.94,20,0.04,0,53.3,2.4,0,F,Chicago
1215284,1,1,1.94,20,0.02,0,31.9,1.9,0,M,California
1215290,0,0,0.4,18,0,2,41.9,57,0,M,California
1215293,1,0,1.94,12,0.94,0,1.9,0.1,0,M,California
1215300,1,0,1.94,14,0.04,0,201.2,13.5,0,M,California
1215336,1,0,1.94,14,0.01,0,144.3,7.7,0,M,California
1215341,1,0,1.94,22,0.06,0,58.4,4,0,M,California
1215360,1,0,1.94,14,1.97,0,54.3,3.4,0,M,California
1215371,1,1,1.94,20,0.02,0,8.6,1.4,0,M,California
1215409,1,1,0.39,42,0,0,22.7,2.8,0,M,California
1215411,1,1,1.94,20,0,0,60.9,7.9,0,M,California
1215419,1,1,1.94,22,0.97,0,56.9,3,0,M,California
1215424,1,1,1.94,12,1.93,0,9,0.3,0,M,California
1215462,1,0,0.73,14,0,0,48.3,3.2,0,F,Chicago
1215519,1,0,1.94,14,0.02,0,17,3.3,0,F,Chicago
1215544,1,0,1.94,14,0,0,117.3,10.5,0,F,Chicago
1215562,1,1,1.94,20,0.04,0,7.1,0.6,0,F,Chicago
1215589,1,1,1.94,22,1.95,0,56.1,4.5,0,F,Chicago
1215613,1,0,1.94,14,0.04,0,15.7,0.9,0,F,Chicago
1215623,1,0,0.15,13,0,0,61.9,2.4,0,F,Chicago
1215632,1,1,1.94,15,0.28,1,19.4,3.7,0,F,Chicago
1215641,1,1,2.05,18,,0,100.3,10.2,0,M,New Jersey
1215672,1,0,1.94,14,0.04,0,154.9,10.7,0,M,New Jersey
1215687,1,0,1.94,14,0.04,0,65.9,5.4,0,M,New Jersey
1215688,1,0,1.73,14,0,0,151.1,12.9,0,M,Chicago
1215720,1,0,0.11,12,0,0,10.2,6.1,0,M,Chicago
1215733,1,0,1.94,47,0.04,0,101.2,10.6,0,F,New York
1215741,1,0,2.1,15,,0,24.9,2.2,0,F,Chicago
1215743,1,0,1.94,22,0,1,37.7,1.4,0,F,Chicago
1215746,1,0,2.33,21,0.03,0,32.3,2.2,0,F,Chicago
1215776,1,0,1.91,11,0,0,30.8,3.1,0,F,Chicago
1215789,1,0,1.94,30,0.01,0,83.7,9.3,0,M,California
1215818,1,0,1.94,14,0,0,41.7,2.2,0,M,California
1215836,1,0,0.32,14,0,0,45.6,2.4,0,M,California
1215856,1,0,1.93,22,0.02,0,67.7,8.7,0,M,California
1215858,1,1,2.34,18,1.57,0,6.7,0.8,0,M,California
1215870,1,0,1.93,14,0.01,0,168.6,10.6,0,M,California
1215882,1,0,1.93,21,0.04,0,22.3,4.9,0,M,California
1215883,1,0,1.93,22,0.01,2,36.9,3.1,0,M,Chicago
1215912,1,1,1.93,16,0.01,0,52.9,2.6,0,M,Chicago
1215923,1,0,1.93,14,0.02,0,43.3,2.3,0,M,Chicago
1215934,1,0,1.93,35,1.96,0,111.6,11.9,0,F,New York
1215975,1,0,1.93,13,0.01,1,24.5,1.3,0,F,New York
1215979,1,1,1.93,28,0.02,0,39,1.7,0,F,New York
1215989,1,0,0.93,22,0,1,13.5,2.7,0,F,New York
1216071,1,1,1.93,16,1.57,2,59.8,3.5,0,F,New York
1216082,1,1,1.93,22,1.01,0,63.2,3.5,0,F,New York
1216097,1,0,0.73,19,1.23,1,41.8,1.9,0,M,California
1216104,1,0,0.69,14,0,4,35.1,63.4,0,M,California
1216161,1,0,1.93,14,0.01,0,39.8,0.4,0,M,California
1216191,1,0,1.47,14,,0,36.7,1.7,0,M,California
1216232,1,0,1.93,14,0.04,0,9,0.9,0,M,California
1216247,1,0,1.08,6,0,1,15.1,0.8,0,M,California
1216257,1,0,1.93,29,0.22,0,80.9,7.2,0,M,California
1216276,1,1,1.97,20,0,0,44,6.3,0,M,California
1216291,1,1,1.93,19,0.04,0,76.8,4.1,0,M,California
1216295,1,0,0.01,0,0,0,0,0,0,M,California
1216343,1,0,2.39,19,1.56,0,26.7,1.4,0,M,California
1216413,1,1,2.04,21,,0,22.6,1.5,0,M,New York
1216419,1,1,0.91,26,0,0,32,1.3,0,M,New York
1216424,1,1,1.93,20,0.04,2,10.7,2.8,0,M,New York
1216443,1,0,1.93,14,0.04,0,81.9,12.6,0,M,New York
1216485,1,0,1.93,15,0.01,0,26.1,1.4,0,M,New York
1216502,1,1,1.93,40,1.31,0,106.2,8.1,0,M,New York
1216526,1,0,1.93,21,0.64,0,111.1,7.4,0,M,New York
1216532,1,1,1.93,20,0.04,0,117.2,7.1,0,M,New York
1216571,1,0,1.93,14,0.01,0,30.1,1.5,0,M,New York
1216602,1,0,1.93,14,0.04,0,34.9,0.9,0,M,New York
1216683,1,0,1.93,14,0.01,0,5.5,0.3,0,F,Chicago
1216741,1,0,1.93,14,0.01,0,39.6,2.1,0,F,Chicago
1216744,0,0,0.81,60,0,0,146.7,7.9,0,F,Chicago
1216776,1,0,1.93,14,0.01,0,123.5,6.2,0,M,Washington DC
1216804,1,1,1.93,20,0.04,0,40.7,2.1,0,M,California
1216883,1,1,1.93,22,0.01,0,20.4,0.8,0,M,California
1216904,1,0,1.93,14,0.01,0,9.8,0.3,0,M,California
1216963,1,0,1.93,14,0.02,0,50.8,3.7,0,M,California
1216997,1,0,1.52,22,,0,66.4,15.2,0,M,California
1217007,1,0,1.93,14,0.04,0,315.2,24.1,0,M,California
1217094,1,1,0.82,13,0,0,5.7,0.3,0,M,Chicago
1217099,1,1,0.48,15,0,0,70.7,2.8,0,M,New York
1217116,1,0,1.93,14,0.02,0,79.7,6.6,0,M,New York
1217142,1,0,1.98,14,,1,36.4,2.7,0,M,New York
1217173,1,1,1.23,15,0,0,57,4.3,0,M,New York
1217176,1,0,1.93,14,0.04,0,56.2,4.5,0,M,New York
1217179,1,1,1.32,7,0,0,0.6,0.1,0,M,New York
1217225,1,0,1.93,22,0.02,0,69.1,6.4,0,M,New York
1217232,1,0,1.93,14,0.03,0,97,7.1,0,M,New York
1217240,1,0,2.1,15,,0,4,0.5,0,M,New York
1217289,1,0,1.99,12,,0,0,0,0,M,New York
1217312,1,1,1.93,24,0.03,0,76.4,4,0,M,New York
1217316,1,0,1.93,14,0.02,1,28,3.1,0,F,New York
1217340,1,0,0.93,12,0,0,51.8,3.4,0,F,New York
1217347,1,1,1.93,22,1.95,0,29.5,1.1,0,F,New York
1217361,1,0,1.93,14,0.02,0,45.7,3,0,M,New York
1217385,1,1,1.93,13,0.05,0,75.1,6.4,0,F,New York
1217408,1,0,1.93,14,0.04,0,36.6,4.9,0,M,California
1217436,1,0,1.93,14,0.03,1,16.8,0.7,0,M,California
1217496,1,0,1.93,14,0.02,0,20.9,1.5,0,M,California
1217560,1,1,2.34,10,1.62,2,8.2,0.7,0,M,California
1217573,1,0,1.93,22,0.01,0,7.3,0.5,0,F,Chicago
1217590,1,1,1.93,28,0.02,0,59.7,0.9,0,F,Chicago
1217594,1,1,1.93,20,0.05,0,112.2,13.1,0,F,Chicago
1217640,1,1,2.06,18,,0,40.7,4.8,0,F,Chicago
1217647,1,0,2.01,15,0,0,89.1,16,0,F,Chicago
1217663,0,0,1.45,81,,0,172.7,9.6,0,F,New York
1217687,0,0,0.65,17,,0,19.5,1.7,0,F,New York
1217698,1,0,2.55,23,1.36,0,43.2,2.6,0,F,New York
1217749,1,1,1.93,20,0.02,0,20.8,1,0,F,New York
1217793,1,1,1.93,14,0.05,0,32.7,1.2,0,F,New York
1217840,1,0,0.93,14,0,0,10.4,1.6,0,F,New York
1217860,1,0,0.6,14,0,1,33.7,1,0,F,New York
1217939,1,1,1.93,23,0.16,0,148.7,9.4,0,F,New York
1217951,1,0,1.93,14,0.05,0,19.2,3.8,0,F,New York
1217987,1,0,0.67,14,0,0,20.9,1.2,0,F,New York
1218004,1,0,1.92,14,0.05,0,107.1,4.2,0,F,New York
1218005,1,0,1.68,22,0,1,29.7,1.2,0,F,New York
1218011,1,0,0.71,14,0,0,27.1,27.5,0,F,New York
1218038,1,1,1.92,22,0.05,0,85.5,4.1,0,F,Chicago
1218086,1,0,1.92,22,0.03,0,10.6,1.8,0,M,Chicago
1218122,0,0,0,0,0,0,0,0,0,M,Chicago
1218130,1,0,1.25,24,,0,92.4,7.7,0,F,New York
1218172,1,0,1.92,14,0.04,2,68,3.9,0,M,Chicago
1218201,1,0,1.92,22,0.02,0,24.3,2,0,F,Chicago
1218220,1,0,1.92,14,0.04,0,53.5,2.4,0,F,New York
1218230,1,0,1.92,24,,0,51.1,5.4,0,F,Washington DC
1218257,1,1,1.94,50,0,0,138.9,12.9,0,F,Chicago
1218272,1,0,1.92,14,0.02,0,70.7,5.6,0,F,New Jersey
1218280,1,0,0.73,9,0,0,14.4,2.3,0,F,New Jersey
1218284,1,1,0.9,13,0,2,21.4,4.5,0,M,New Jersey
1218296,1,0,1.92,22,0.02,1,41.7,3.4,0,F,New Jersey
1218347,1,1,2.36,21,0.79,0,59.7,4.5,0,F,California
1218353,1,0,0.44,13,0,1,56.4,2.7,0,M,New York
1218391,1,1,0.39,15,0,0,55.7,2.5,0,F,Chicago
1218441,1,0,1.92,14,0.05,0,89,15.9,0,F,Chicago
1218454,1,1,1.92,20,0.02,0,25.3,3.4,0,M,Chicago
1218475,1,0,1.92,8,1.06,0,116.5,7.1,0,F,California
1218543,1,0,1.92,10,0.03,0,72.6,4.8,0,M,New York
1218562,1,0,1.88,22,0,0,66.6,11.1,0,F,New Jersey
1218581,1,0,1.92,14,0.05,0,113.5,5.1,0,F,New Jersey
1218636,1,1,1.92,24,0.87,0,150.1,26.9,0,F,New Jersey
1218642,1,0,1.98,14,,0,15.2,1.5,0,M,Chicago
1218644,1,1,1.92,22,0,1,91.1,6.7,0,F,New York
1218665,1,0,1.92,22,0.02,0,115.8,3.9,0,F,Chicago
1218683,1,0,1.92,50,0.1,0,125.7,5.9,0,F,Chicago
1218706,1,0,1.92,14,0.03,0,9,0.9,0,F,Chicago
1218719,1,1,1.92,18,1.87,0,161,5.2,0,F,Chicago
1218728,1,1,1.92,20,0.02,0,31.6,6.6,0,M,New Jersey
1218744,1,1,1.92,20,0.05,0,42.5,1.6,0,F,Chicago
1218749,1,0,1.92,10,0.05,1,40.3,1.7,0,M,New Jersey
1218761,1,1,1.92,20,0.3,0,2.4,0.2,0,M,Chicago
1218763,1,0,1.92,14,0.05,0,108.4,17.4,0,M,California
1218766,1,0,1.92,14,0.05,0,43.1,1.7,0,M,California
1218770,1,1,2.77,17,1.15,0,44.3,3.3,0,M,New York
1218779,1,0,1.92,14,0.03,0,32.5,2.9,0,M,Washington DC
1218802,1,0,1.92,14,0.03,0,29.8,5.4,0,M,New York
1218805,1,1,0.9,25,0,2,41.7,6.4,0,F,New York
1218810,0,0,0.55,22,,0,40.7,7.4,0,F,New York
1218811,1,0,1.18,9,0.61,0,25.5,4.3,0,F,New York
1218819,1,1,1.92,15,1.26,0,59.7,6.1,0,F,New York
1218830,1,1,1.92,20,0.05,0,5.9,0.8,0,F,New York
1218831,1,0,1.92,14,0.02,0,27.4,1.1,0,F,Chicago
1218861,1,0,1.92,14,0.02,0,77.6,3.1,0,F,Chicago
1218869,1,0,1.92,14,0.03,0,31.9,2,0,F,New York
1218870,1,0,1.3,21,0.59,0,42.3,3,0,M,Chicago
1218891,1,0,1.92,39,0.02,2,151.9,13.3,0,F,Chicago
1218893,1,1,1.92,36,0.02,1,206.9,7.5,0,M,California
1218895,1,1,1.92,28,0.02,0,90.9,5.4,0,F,New York
1218898,1,1,1.92,20,0.05,0,60.4,7.8,0,M,California
1218998,0,0,1.88,25,0,0,91.2,4.7,0,M,California
1219011,1,1,2.17,24,,0,55.2,1.9,0,F,New York
1219013,1,1,1.92,34,0.25,0,52.9,3.8,0,F,New York
1219027,1,0,1.92,14,0.05,0,55.5,1.9,0,F,California
1219037,1,0,2.42,30,,0,3.4,0.1,0,M,California
1219042,1,0,0.48,9,0,0,85.5,2.9,0,F,California
1219054,1,0,0.42,17,0,0,81.1,6.5,0,F,Chicago
1219080,1,1,1.92,21,0.02,0,55.2,5.5,0,F,New York
1219117,1,0,0.55,19,0,1,26.4,3.8,0,F,New Jersey
1219146,1,0,0.71,20,1.02,0,77.8,8.7,0,M,Washington DC
1219159,1,0,1.92,14,0.05,1,21.8,1.2,0,M,New Jersey
1219175,1,0,1.9,14,0,1,19.2,2.3,0,M,New Jersey
1219176,1,0,1.92,14,0.02,0,22.1,2.1,0,M,New Jersey
1219187,1,0,1.92,14,0.04,0,105.4,4.7,0,F,California
1219203,1,0,1.98,12,,0,24.4,1.3,0,F,California
1219243,1,0,0.17,14,0,0,73,5.3,0,F,Chicago
1219260,1,0,1.92,21,0.25,1,34,3.5,0,F,Chicago
1219325,1,0,1.92,14,1.95,0,2.1,0.2,0,F,Chicago
1219359,1,0,1.92,14,0.02,0,59.4,6.5,0,F,Chicago
1219362,1,1,1.92,24,0.02,0,140.1,4.5,0,F,New York
1219368,1,0,1.25,14,0,0,92,5.5,0,M,Chicago
1219386,1,0,1.22,39,,0,167.4,11.2,0,M,New Jersey
1219391,1,0,1.92,14,0.05,0,35.3,2.2,0,F,California
1219399,1,0,1.92,22,1.07,0,28,1.2,0,F,New Jersey
1219426,0,0,1.25,32,,0,46.6,2.1,0,F,California
1219428,1,0,0.73,20,0,0,9.3,0.4,0,M,Chicago
1219429,1,1,1.92,10,1.2,0,33.8,3.6,0,F,New York
1219437,1,0,0.24,23,,0,68.4,3.2,0,F,Chicago
1219469,1,1,1.92,14,0.62,0,57.7,7,0,F,Chicago
1219482,1,1,1.64,29,0,0,24,2.1,0,F,Chicago
1219483,1,0,1.92,14,0.02,0,46.7,3.4,0,F,Chicago
1219487,1,0,0.56,10,0,1,46.5,2.8,0,F,Chicago
1219488,1,1,1.92,20,0.02,0,49.8,3.4,0,F,Chicago
1219489,1,0,1.92,14,0.02,0,35.5,3.1,0,F,California
1219492,1,1,1.92,20,0.03,0,147.2,8,0,M,New York
1219520,1,0,1.92,14,1.95,0,59.6,4.1,0,M,New York
1219525,1,1,1.92,28,1.96,0,58.7,3.7,0,M,New York
1219530,1,1,2.56,20,1.35,0,30.5,1.2,0,F,New York
1219580,1,0,1.92,14,0.05,0,52.2,7.2,0,M,New York
1219616,1,1,1.92,44,0.05,0,66.7,7.1,0,M,California
1219624,1,0,1.92,22,0.02,1,43.1,3.6,0,M,New York
1219635,1,1,1.92,14,0.04,0,29,2.7,0,M,New York
1219637,1,0,1.73,10,0,0,34.1,5.3,0,M,New York
1219639,1,0,1.84,14,0,0,22.4,1.7,0,M,California
1219644,1,1,1.98,20,,0,54.9,1.5,0,M,California
1219662,1,0,1.92,14,0.05,0,35.6,1.3,0,M,Chicago
1219672,1,0,1.92,14,0.26,0,28.9,1.2,0,M,Chicago
1219700,1,1,0.19,17,0,0,0.4,0,0,F,California
1219709,1,0,1.92,14,0.03,0,9.8,0.5,0,F,New York
1219715,1,1,1.92,34,0.3,0,92.7,5.3,0,F,New York
1219719,1,1,1.92,221,0.3,0,58.3,148.4,0,F,Chicago
1219726,1,0,1.92,14,0.02,0,111.9,5.5,0,F,Chicago
1219767,1,1,1.92,22,1.95,1,21.5,1.9,0,F,New Jersey
1219777,1,1,1.92,20,0.02,0,39.1,3.2,0,M,Washington DC
1219780,1,0,1.92,14,0.05,0,6.2,0.4,0,M,Washington DC
1219785,1,0,0.72,18,0.35,0,11,0.4,0,M,Chicago
1219786,0,0,1.97,24,,0,29.6,1.9,0,F,California
1219792,0,0,1.53,21,0,0,80.1,7.9,0,F,California
1219799,1,0,0.89,10,0,0,22.1,2.3,0,F,California
1219829,0,0,1.92,25,0.04,2,80.3,5.4,0,F,California
1219853,1,0,1.92,14,0.04,0,6.9,1,0,M,California
1219901,1,1,1.92,28,0.29,0,124,3.9,0,M,Chicago
1219950,1,0,1.92,14,0.02,2,51.5,4.6,0,M,Chicago
1220013,1,0,1.13,22,0.15,0,16.2,2.1,0,M,Chicago
1220037,1,1,1.92,22,0.04,0,34.2,2.9,0,M,Chicago
1220048,1,0,0.47,11,0,0,13.1,1.1,0,F,Chicago
1220059,1,1,1.92,10,1.2,1,25.5,2.2,0,F,New York
1220110,1,0,1.06,10,0,0,13.1,0.5,0,F,New York
1220141,1,1,1.92,20,0.04,0,58,2.2,0,F,Chicago
1220174,1,1,1.92,18,1.8,0,15.2,1.4,0,F,California
1220194,1,0,1.97,14,0,0,0.2,0,0,F,Chicago
1220204,1,1,1.92,10,1.3,0,67.1,3.5,0,F,California
1220305,1,1,1.92,20,0.01,0,52.7,4.7,0,F,Chicago
1220316,1,1,1.92,14,1.97,0,21.8,6.4,0,F,Chicago
1220322,1,0,1.92,14,0.06,0,101.5,5.6,0,F,Chicago
1220334,1,1,1.92,14,0.02,0,16.3,3.4,0,M,Chicago
1220350,1,1,1.92,34,0.3,0,153.5,157.2,0,M,Chicago
1220355,1,0,1.92,14,0.04,0,80.3,4.8,0,F,New York
1220370,1,1,1.92,28,1.27,0,95.8,2,0,M,Chicago
1220376,1,0,1.29,22,0,1,49.6,1.8,0,F,Chicago
1220419,1,0,1.97,14,0,0,20.2,2.6,0,F,Chicago
1220425,1,0,1.92,14,0.02,1,44.6,2.4,0,F,Chicago
1220443,1,0,0.51,21,0,0,96.3,6,0,M,California
1220450,1,1,1.81,25,0,0,60,4.3,0,M,Chicago
1220493,1,0,0.89,10,0,0,75,3.9,0,M,California
1220508,1,0,1.92,22,0.02,0,14.6,1,0,M,California
1220526,1,0,1.92,14,0.06,0,81.2,4.1,0,F,Chicago
1220530,0,0,0.75,28,0.21,9,36.2,4.1,0,F,California
1220536,1,1,0.64,10,0,0,80.4,3.8,0,M,Chicago
1220542,1,0,0.6,14,0,0,139.1,32.9,0,M,California
1220544,1,1,1.92,28,0.06,0,171,15.2,0,M,Chicago
1220555,1,0,1.98,14,,0,111.2,3.9,0,F,New York
1220628,1,0,1.92,14,0.03,0,51.3,10.7,0,M,Chicago
1220651,1,0,1.92,17,,0,12.4,0.8,0,M,Chicago
1220667,1,0,1.92,14,0.06,0,12.1,0.6,0,F,New York
1220700,1,0,1.92,14,0.05,0,24.5,1.6,0,M,New Jersey
1220715,1,0,1.92,14,0.06,0,9.1,0.7,0,M,New Jersey
1220734,1,0,1.92,14,0.06,0,78.3,3.1,0,F,Chicago
1220769,1,0,1.92,22,0.02,0,31.8,1.9,0,F,Chicago
1220770,1,1,1.92,22,1.95,0,16.3,2,0,F,New Jersey
1220778,1,1,1.92,16,0.06,0,53.6,6.4,0,M,Chicago
1220842,1,0,1.97,14,0,0,19.4,3.7,0,M,California
1220910,1,1,1.91,20,1.96,0,37.5,1.6,0,M,California
1220924,1,0,1.91,14,0.06,0,68.3,7.3,0,M,California
1220931,1,0,1.91,14,0.03,0,116.2,8.1,0,F,Chicago
1221002,1,1,1.91,40,1.93,1,87,8.7,0,F,California
1221056,1,0,1.91,14,0.03,0,47.1,2,0,F,New Jersey
1221060,1,1,2.47,27,,0,0,0,0,F,Chicago
1221064,0,0,1.17,27,,0,224.8,21.8,0,F,Washington DC
1221129,1,0,1.91,21,0.36,0,250.7,14.5,0,F,Washington DC
1221146,1,1,1.91,28,0.03,0,70.6,16.2,0,F,New Jersey
1221160,1,1,1.91,20,0.03,1,112.6,4.8,0,F,Chicago
1221167,1,0,1.91,22,0.03,0,23.2,2.8,0,F,Chicago
1221170,1,1,1.91,22,1.44,0,83.2,3.1,0,F,Chicago
1221217,1,1,1.91,14,0.04,0,308.1,10.2,0,M,Chicago
1221225,1,0,1.38,10,0,0,29.8,1.6,0,M,Chicago
1221300,0,0,0,0,0,0,0,0,0,M,Chicago
1221324,1,0,1.91,14,0.03,0,3.8,0.7,0,F,California
1221337,1,0,2.75,40,,0,40.9,1.3,0,F,New Jersey
1221473,1,1,1.91,12,1.91,0,209.5,14.3,0,F,New Jersey
1221478,1,0,0.23,12,0,0,43.3,15.6,0,F,California
1221486,1,0,0.99,22,0,0,31,2.6,0,F,California
1221549,1,1,1.91,44,0.07,1,154.2,8,0,F,California
1221560,1,0,1.91,14,0.06,0,43.7,5.1,0,F,Chicago
1221564,1,0,2.21,14,1.77,0,20.7,2.2,0,M,California
1221569,1,1,1.91,16,1.55,0,38,3.3,0,M,California
1221731,1,1,1.91,34,0.27,0,123.8,9.3,0,M,California
1221761,1,0,2.14,36,0.01,0,117.8,7.8,0,F,Chicago
1221784,1,0,1.52,14,0,0,67.5,10.1,0,F,New York
1221791,1,1,1.91,30,1.83,0,38.9,5.4,0,F,New York
1221843,1,0,1.91,14,0.07,0,43,2.6,0,F,New York
1221845,1,0,2.13,17,,0,34.6,2.1,0,F,Chicago
1221895,1,1,1.91,22,0,0,111.8,6.3,0,F,New York
1222000,1,0,1.91,14,0.04,0,61.5,4,0,M,Chicago
1222042,1,1,1.91,36,0.07,2,129.3,9.2,0,M,California
1222134,1,0,1.91,22,0.1,0,80,4.8,0,F,New York
1222166,1,0,1.9,14,0.07,0,77,11.4,0,M,California
1222167,1,1,1.98,28,,0,14.7,0.8,0,F,California
1222175,1,0,1.9,14,0.07,0,5,0.2,0,F,Chicago
1222181,1,1,2.55,17,1.37,0,9.8,1.7,0,F,New Jersey
1222196,1,0,2.75,31,,0,53.5,2.7,0,F,New Jersey
1222240,1,0,1.1,14,0.79,0,29.3,2.6,0,F,Chicago
1222241,1,0,2.03,14,,0,24.5,2.4,0,F,New York
1222285,1,1,1.9,21,1.87,1,17.9,1.6,0,F,New York
1222294,1,0,1.9,14,0.07,0,6.8,1.9,0,F,Chicago
1222302,1,1,1.9,20,0.04,0,60.7,4.7,0,F,Chicago
1222304,1,0,1.9,14,0.07,0,108.9,8.4,0,F,Chicago
1222306,1,0,1.9,14,0.04,0,27.5,4.5,0,M,Chicago
1222311,1,0,1.9,22,0.04,0,69.1,4.1,0,M,New York
1222331,0,0,1,28,,0,50.9,2.3,0,F,California
1222339,1,1,1.9,14,0.04,0,18.1,1.6,0,F,Chicago
1222352,1,0,1.55,12,0,0,56.8,5,0,F,California
1222359,1,1,0.46,9,0,0,11.2,1.5,0,M,New Jersey
1222369,1,0,1.98,22,,0,66.5,5.4,0,M,New Jersey
1222371,1,0,1.9,14,0.07,0,55.4,4.7,0,F,Chicago
1222388,1,0,1.9,22,0.04,0,40.6,2.6,0,F,Chicago
1222498,1,0,1.9,14,1.97,0,27.2,2,0,F,Washington DC
1222503,1,1,1.9,20,0.07,1,20.9,2.8,0,F,California
1222528,1,1,1.63,32,0,1,218.8,49.3,0,F,California
1222567,1,0,1.9,20,1.34,0,101.7,6.3,0,F,California
1222572,1,0,1.9,14,0.04,0,0.4,2.3,0,M,California
1222578,1,0,1.9,14,0.07,0,78.9,3.9,0,F,California
1222608,1,1,1.9,22,1.97,0,94,3.2,0,M,Chicago
1222622,1,0,1.9,14,0.07,0,30.5,3.6,0,M,New York
1222693,1,0,1.9,14,0.04,0,75.7,3.8,0,F,California
1222758,1,0,1.9,14,0.06,0,88.5,5.2,0,M,California
1222766,1,0,1.9,22,0.07,0,94.3,113.7,0,M,California
1222775,1,1,1.9,14,0.05,0,103.6,51.5,0,M,California
1222809,1,1,1.9,20,0.04,0,160.1,10.6,0,F,California
1222819,0,0,0.46,23,,0,31.9,1.6,0,F,New York
1222831,1,0,0.63,9,0,0,25.4,1.9,0,F,New York
1222832,1,1,2.24,34,1.9,2,133.1,7.2,0,F,Chicago
1222853,1,0,1.9,22,0.05,0,66.3,3.7,0,F,New Jersey
1222859,1,0,1.81,17,0,0,14.1,0.9,0,F,New York
1222863,1,0,1.9,22,0.04,0,52.5,3.6,0,F,California
1222892,1,0,1.9,14,0.07,0,28.2,1.2,0,F,Chicago
1222908,1,0,1.9,14,0.04,0,73.6,6.4,0,F,Chicago
1222916,1,1,0.4,15,0,1,65.4,4.9,0,F,Chicago
1222938,1,0,1.9,14,0.07,0,56.8,3.8,0,M,California
1222953,1,0,1.9,22,0.04,0,301.5,10.2,0,F,New Jersey
1222956,1,1,1.94,20,0,0,59.9,4.5,0,F,New York
1222974,1,0,1.9,14,0.07,1,39.9,3.4,0,F,New Jersey
1223018,1,0,2.07,11,0.6,0,23.1,1.3,0,F,Chicago
1223021,1,1,1.9,134,0.04,0,320.4,58.7,0,F,New Jersey
1223045,1,0,1.98,14,,0,47,3.7,0,F,New Jersey
1223049,1,1,2.31,15,1.61,0,43.4,3.2,0,F,California
1223096,1,1,2.03,17,0,0,43.3,3.2,0,M,Chicago
1223111,1,0,1.9,14,0.04,0,14.9,0.8,0,M,Chicago
1223136,1,0,1.9,14,0.07,1,7.9,0.3,0,F,California
1223236,1,1,1.9,28,0.07,0,129.4,5.5,0,F,Chicago
1223264,1,1,1.9,14,0.06,0,4.1,1.2,0,F,Chicago
1223272,1,0,1.9,14,0.07,0,29.2,4.5,0,M,New Jersey
1223281,1,0,1.9,14,0.07,0,15.2,2.3,0,F,Chicago
1223305,1,0,0.52,22,,1,110,6.4,0,F,California
1223350,1,0,1.87,21,0,0,34.8,4.4,0,F,Chicago
1223358,1,1,1.66,20,,0,25,2.4,0,F,Chicago
1223394,1,1,1.9,22,1.96,0,70.9,5.1,0,F,Chicago
1223415,1,0,1.9,14,0.04,0,30.3,1.7,0,F,Chicago
1223421,1,0,2.01,14,,0,58.4,3.5,0,F,Chicago
1223452,1,0,1.9,22,0.99,0,20.2,1.4,0,M,California
1223477,1,0,0.39,22,,0,53.9,8.7,0,M,California
1223479,1,1,1.9,34,0.27,0,109.1,2.9,0,F,New Jersey
1223518,1,1,1.54,17,0,0,49,10.4,0,M,California
1223564,1,1,1.51,20,0,0,70.3,15.3,0,F,New Jersey
1223577,1,0,1.9,12,0.76,1,76.9,8.9,0,M,Chicago
1223669,1,0,1.9,22,0.04,0,27.2,3.9,0,M,New York
1223671,1,0,1.9,14,0.07,0,32.6,2.3,0,M,Chicago
1223702,1,0,2.44,17,1.47,0,5.3,0.4,0,F,New Jersey
1223741,1,1,1.9,14,0.07,0,17.6,1,0,M,California
1223744,0,0,0.28,23,0,0,79.7,4.9,0,F,California
1223750,1,1,1.9,20,0.07,2,41.6,1.6,0,M,New York
1223755,1,1,1.97,20,,0,111.1,26.2,0,F,Chicago
1223770,1,0,1.97,22,0,0,25.4,2.1,0,M,California
1223799,1,0,1.9,13,0.06,0,16,0.9,0,M,California
1223845,1,0,0.68,14,0,0,14.2,1,0,F,California
1223865,1,1,1.99,20,,0,35.2,3,0,F,California
1223881,1,0,1.9,36,0.07,0,46.3,5.9,0,M,California
1223884,1,1,1.9,20,0.07,0,176.5,9.2,0,F,New York
1223888,1,0,1.9,14,0.05,0,4.8,0.1,0,F,California
1223970,1,0,1.9,14,0.07,0,5.6,202,0,F,Chicago
1223980,1,0,1.9,22,0.58,0,18.8,4.2,0,F,Chicago
1223981,1,0,1.9,14,0.04,0,97.7,7,0,M,California
1223998,1,1,1.97,20,0,0,34.5,2.3,0,M,New York
1224008,1,0,1.9,14,0.07,0,215.5,8.5,0,M,Chicago
1224022,1,0,2.67,14,1.24,0,26.7,1.6,0,M,Chicago
1224072,1,0,1.9,14,0.28,0,104.9,6,0,M,Chicago
1224080,1,0,1.98,14,,1,17.5,0.8,0,F,California
1224088,1,0,1.9,22,0.07,0,80.9,4.5,0,F,California
1224093,1,0,1.9,22,0.07,0,89.4,4,0,F,California
1224115,1,1,1.9,20,0.04,0,80.4,10.2,0,F,California
1224129,1,1,1.9,28,0.04,0,125.2,9.4,0,M,California
1224130,1,0,1.9,14,0.07,0,39.5,3.4,0,M,California
1224134,1,0,1.9,14,0.07,0,53.4,2.2,0,F,New Jersey
